,date,zone_id,aoi_num,aoi_type,aoi_area,pai_num_shift_3,pai_num_shift_4,pai_num_shift_5,pai_num_shift_6,pai_num_shift_7,shou_num_shift_3,shou_num_shift_4,shou_num_shift_5,shou_num_shift_6,shou_num_shift_7,month,day,weekofyear,weekday,dayofyear,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,daily_delim_1,daily_delim_2,daily_delim_3,daily_delim_4,daily_delim_5,daily_delim_6,pai_num_groupby_weekday_max,pai_num_groupby_weekday_min,pai_num_groupby_weekday_median,pai_num_groupby_weekday_std,pai_num_groupby_weekday_sum,pai_num_groupby_month_max,pai_num_groupby_month_min,pai_num_groupby_month_median,pai_num_groupby_month_std,pai_num_groupby_month_sum,shou_num_groupby_weekday_max,shou_num_groupby_weekday_min,shou_num_groupby_weekday_median,shou_num_groupby_weekday_std,shou_num_groupby_weekday_sum,shou_num_groupby_month_max,shou_num_groupby_month_min,shou_num_groupby_month_median,shou_num_groupby_month_std,shou_num_groupby_month_sum,festival,is_sale,target
34,2020-04-11,0,22,6,288830.06033,465.0,319.0,282.0,268.0,374.0,362.0,387.0,306.0,269.0,285.0,4,11,15,5,102,2,1,0,0,0,0,-1.0075398310265355e-11,1.0,-2.015079662053071e-11,1.0,-1.1223644740623635e-12,1.0,577.0,293.0,409.0,57.93740070110153,10231.0,465.0,268.0,394.5,45.915973981466045,11571.0,405.0,247.0,295.0,39.25534868014803,7594.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,401.0
35,2020-04-12,0,22,6,288830.06033,404.0,465.0,319.0,282.0,268.0,327.0,362.0,387.0,306.0,269.0,4,12,15,6,103,2,1,0,0,0,0,-5.776859688276579e-12,1.0,-1.1553719376553158e-11,1.0,-3.188249429319659e-11,1.0,529.0,268.0,358.0,59.89502817429841,9096.0,465.0,268.0,394.5,45.915973981466045,11571.0,364.0,216.0,291.0,40.35133702865371,7441.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,389.0
36,2020-04-13,0,22,6,288830.06033,433.0,404.0,465.0,319.0,282.0,330.0,327.0,362.0,387.0,306.0,4,13,16,0,104,2,0,0,0,0,0,-1.4783210662878025e-12,1.0,-2.956642132575605e-12,1.0,-4.434963198863407e-12,1.0,478.0,282.0,364.0,51.78904903548626,9247.0,465.0,268.0,394.5,45.915973981466045,11571.0,518.0,284.0,369.0,53.48261773698067,9459.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,328.0
37,2020-04-14,0,22,6,288830.06033,401.0,433.0,404.0,465.0,319.0,318.0,330.0,327.0,362.0,387.0,4,14,16,1,105,2,0,0,0,0,0,-1.1731697672665877e-11,1.0,-2.3463395345331754e-11,1.0,-3.519509301799763e-11,1.0,603.0,319.0,411.0,64.07790258739749,10492.0,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,308.0,368.0,52.16874159877733,9533.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,394.0
38,2020-04-15,0,22,6,288830.06033,389.0,401.0,433.0,404.0,465.0,303.0,318.0,330.0,327.0,362.0,4,15,16,2,106,2,0,0,0,0,0,-7.4331590506771e-12,1.0,-1.48663181013542e-11,1.0,-7.74756192366445e-12,1.0,569.0,355.0,420.0,60.5656536330617,11024.0,465.0,268.0,394.5,45.915973981466045,11571.0,455.0,314.0,355.0,42.94230548072611,9218.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,412.0
39,2020-04-16,0,22,6,288830.06033,328.0,389.0,401.0,433.0,404.0,362.0,303.0,318.0,330.0,327.0,4,16,16,3,107,2,0,0,0,0,0,-3.134620428688324e-12,1.0,-6.269240857376648e-12,1.0,-3.8507691742798674e-11,1.0,609.0,338.0,426.0,68.20850386865263,11040.0,465.0,268.0,394.5,45.915973981466045,11571.0,476.0,219.0,336.0,57.46720804076008,8665.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,372.0
40,2020-04-17,0,22,6,288830.06033,394.0,328.0,389.0,401.0,433.0,521.0,362.0,303.0,318.0,330.0,4,17,16,4,108,2,0,0,0,0,0,1.1639181933004523e-12,1.0,2.3278363866009046e-12,1.0,-1.1060160648465495e-11,1.0,552.0,289.0,414.0,56.17293298377788,10476.0,465.0,268.0,394.5,45.915973981466045,11571.0,487.0,244.0,332.0,54.123562336564646,8530.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,397.0
41,2020-04-18,0,22,6,288830.06033,412.0,394.0,328.0,389.0,401.0,406.0,521.0,362.0,303.0,318.0,4,18,16,5,109,2,1,0,0,0,0,-9.089458413077622e-12,1.0,-1.8178916826155245e-11,1.0,-4.182029046759972e-11,1.0,577.0,293.0,409.0,57.93740070110153,10231.0,465.0,268.0,394.5,45.915973981466045,11571.0,405.0,247.0,295.0,39.25534868014803,7594.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,417.0
42,2020-04-19,0,22,6,288830.06033,372.0,412.0,394.0,328.0,389.0,345.0,406.0,521.0,362.0,303.0,4,19,16,6,110,2,1,0,0,0,0,-4.790919791088846e-12,1.0,-9.581839582177692e-12,1.0,-1.4372759373266538e-11,1.0,529.0,268.0,358.0,59.89502817429841,9096.0,465.0,268.0,394.5,45.915973981466045,11571.0,364.0,216.0,291.0,40.35133702865371,7441.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,345.0
43,2020-04-20,0,22,6,288830.06033,397.0,372.0,412.0,394.0,328.0,334.0,345.0,406.0,521.0,362.0,4,20,17,0,111,2,0,0,0,0,0,-4.923811691000695e-13,1.0,-9.84762338200139e-13,1.0,1.3074771721066644e-11,1.0,478.0,282.0,364.0,51.78904903548626,9247.0,465.0,268.0,394.5,45.915973981466045,11571.0,518.0,284.0,369.0,53.48261773698067,9459.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,335.0
44,2020-04-21,0,22,6,288830.06033,417.0,397.0,372.0,412.0,394.0,302.0,334.0,345.0,406.0,521.0,4,21,17,1,112,2,0,0,0,0,0,-1.0745757775478144e-11,1.0,-2.1491515550956288e-11,1.0,-1.768535809806758e-11,1.0,603.0,319.0,411.0,64.07790258739749,10492.0,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,308.0,368.0,52.16874159877733,9533.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,451.0
45,2020-04-22,0,22,6,288830.06033,345.0,417.0,397.0,372.0,412.0,291.0,302.0,334.0,345.0,406.0,4,22,17,2,113,2,0,0,0,0,0,-6.447219153489368e-12,1.0,-1.2894438306978735e-11,1.0,9.762172996265599e-12,1.0,569.0,355.0,420.0,60.5656536330617,11024.0,465.0,268.0,394.5,45.915973981466045,11571.0,455.0,314.0,355.0,42.94230548072611,9218.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,406.0
46,2020-04-23,0,22,6,288830.06033,335.0,345.0,417.0,397.0,372.0,331.0,291.0,302.0,334.0,345.0,4,23,17,3,114,2,0,0,0,0,0,-2.1486805315005915e-12,1.0,-4.297361063001183e-12,1.0,-2.0997956822868625e-11,1.0,609.0,338.0,426.0,68.20850386865263,11040.0,465.0,268.0,394.5,45.915973981466045,11571.0,476.0,219.0,336.0,57.46720804076008,8665.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,386.0
47,2020-04-24,0,22,6,288830.06033,451.0,335.0,345.0,417.0,397.0,370.0,331.0,291.0,302.0,334.0,4,24,17,4,115,2,0,0,0,0,0,2.1498580904881855e-12,1.0,4.299716180976371e-12,1.0,6.449574271464556e-12,1.0,552.0,289.0,414.0,56.17293298377788,10476.0,465.0,268.0,394.5,45.915973981466045,11571.0,487.0,244.0,332.0,54.123562336564646,8530.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,395.0
48,2020-04-25,0,22,6,288830.06033,406.0,451.0,335.0,345.0,417.0,314.0,370.0,331.0,291.0,302.0,4,25,17,5,116,2,1,0,0,0,0,-8.10351851588989e-12,1.0,-1.620703703177978e-11,1.0,-2.4310555547669668e-11,1.0,577.0,293.0,409.0,57.93740070110153,10231.0,465.0,268.0,394.5,45.915973981466045,11571.0,405.0,247.0,295.0,39.25534868014803,7594.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,405.0
49,2020-04-26,0,22,6,288830.06033,386.0,406.0,451.0,335.0,345.0,336.0,314.0,370.0,331.0,291.0,4,26,17,6,117,2,1,0,0,0,0,-3.804979893901113e-12,1.0,-7.609959787802226e-12,1.0,3.136975546663512e-12,1.0,529.0,268.0,358.0,59.89502817429841,9096.0,465.0,268.0,394.5,45.915973981466045,11571.0,364.0,216.0,291.0,40.35133702865371,7441.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,359.0
50,2020-04-27,0,22,6,288830.06033,395.0,386.0,406.0,451.0,335.0,307.0,336.0,314.0,370.0,331.0,4,27,18,0,118,2,0,0,0,0,0,4.935587280876635e-13,1.0,9.87117456175327e-13,1.0,-2.7623154272470714e-11,1.0,478.0,282.0,364.0,51.78904903548626,9247.0,465.0,268.0,394.5,45.915973981466045,11571.0,518.0,284.0,369.0,53.48261773698067,9459.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,377.0
51,2020-04-28,0,22,6,288830.06033,405.0,395.0,386.0,406.0,451.0,317.0,307.0,336.0,314.0,370.0,4,28,18,1,119,2,0,0,0,0,0,-9.759817878290411e-12,1.0,-1.9519635756580822e-11,1.0,-1.7562317813753136e-13,1.0,603.0,319.0,411.0,64.07790258739749,10492.0,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,308.0,368.0,52.16874159877733,9533.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,398.0
52,2020-04-29,0,22,6,288830.06033,359.0,405.0,395.0,386.0,406.0,332.0,317.0,307.0,336.0,314.0,4,29,18,2,120,2,0,0,0,0,0,-5.461279256301635e-12,1.0,-1.092255851260327e-11,1.0,-3.0935752997271754e-11,1.0,569.0,355.0,420.0,60.5656536330617,11024.0,465.0,268.0,394.5,45.915973981466045,11571.0,455.0,314.0,355.0,42.94230548072611,9218.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,391.0
53,2020-04-30,0,22,6,288830.06033,377.0,359.0,405.0,395.0,386.0,362.0,332.0,317.0,307.0,336.0,4,30,18,3,121,2,0,0,1,0,0,-1.1627406343128583e-12,1.0,-2.3254812686257165e-12,1.0,-3.488221902938575e-12,1.0,609.0,338.0,426.0,68.20850386865263,11040.0,465.0,268.0,394.5,45.915973981466045,11571.0,476.0,219.0,336.0,57.46720804076008,8665.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,464.0
