,date,zone_id,aoi_num,aoi_type,aoi_area,pai_num_shift_3,pai_num_shift_4,pai_num_shift_5,pai_num_shift_6,pai_num_shift_7,shou_num_shift_3,shou_num_shift_4,shou_num_shift_5,shou_num_shift_6,shou_num_shift_7,month,day,weekofyear,weekday,dayofyear,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,daily_delim_1,daily_delim_2,daily_delim_3,daily_delim_4,daily_delim_5,daily_delim_6,pai_num_groupby_weekday_max,pai_num_groupby_weekday_min,pai_num_groupby_weekday_median,pai_num_groupby_weekday_std,pai_num_groupby_weekday_sum,pai_num_groupby_month_max,pai_num_groupby_month_min,pai_num_groupby_month_median,pai_num_groupby_month_std,pai_num_groupby_month_sum,shou_num_groupby_weekday_max,shou_num_groupby_weekday_min,shou_num_groupby_weekday_median,shou_num_groupby_weekday_std,shou_num_groupby_weekday_sum,shou_num_groupby_month_max,shou_num_groupby_month_min,shou_num_groupby_month_median,shou_num_groupby_month_std,shou_num_groupby_month_sum,festival,is_sale,target
10,2020-03-18,0,22,6,288830.06033,398.0,437.0,475.0,589.0,505.0,351.0,314.0,369.0,379.0,409.0,3,18,12,2,78,1,0,0,0,0,0,-1.1376918639428033e-11,1.0,-2.2753837278856066e-11,1.0,-1.9578840689917248e-11,1.0,569.0,362.0,455.0,59.854205796728216,7889.0,603.0,344.0,467.0,62.30594363497673,13232.0,455.0,314.0,382.0,43.80959115098666,6526.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,455.0
11,2020-03-19,0,22,6,288830.06033,466.0,398.0,437.0,475.0,589.0,369.0,351.0,314.0,369.0,379.0,3,19,12,3,79,1,0,0,0,0,0,-7.078380017439256e-12,1.0,-1.4156760034878512e-11,1.0,7.868690404415936e-12,1.0,609.0,372.0,436.0,69.84446388188614,7897.0,603.0,344.0,467.0,62.30594363497673,13232.0,476.0,219.0,356.0,59.68400062659882,6167.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,436.0
12,2020-03-20,0,22,6,288830.06033,449.0,466.0,398.0,437.0,475.0,344.0,369.0,351.0,314.0,369.0,3,20,12,4,80,1,0,0,0,0,0,-2.7798413954504796e-12,1.0,-5.559682790900959e-12,1.0,-2.289143941471829e-11,1.0,552.0,289.0,433.0,59.92007363908605,7408.0,603.0,344.0,467.0,62.30594363497673,13232.0,487.0,244.0,334.0,62.90092170673728,5934.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,417.0
13,2020-03-21,0,22,6,288830.06033,455.0,449.0,466.0,398.0,437.0,355.0,344.0,369.0,351.0,314.0,3,21,12,5,81,1,1,0,0,0,0,1.5186972265382972e-12,1.0,3.0373944530765945e-12,1.0,4.5560916796148915e-12,1.0,577.0,293.0,418.0,63.6241124233643,7211.0,603.0,344.0,467.0,62.30594363497673,13232.0,405.0,247.0,314.0,38.596035796941045,5399.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,463.0
14,2020-03-22,0,22,6,288830.06033,436.0,455.0,449.0,466.0,398.0,282.0,355.0,344.0,369.0,351.0,3,22,12,6,82,1,1,0,0,0,0,-8.734679379839778e-12,1.0,-1.7469358759679556e-11,1.0,-2.6204038139519335e-11,1.0,529.0,268.0,376.0,63.462854888645566,6835.0,603.0,344.0,467.0,62.30594363497673,13232.0,364.0,269.0,311.5,32.076682812393706,5642.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,344.0
15,2020-03-23,0,22,6,288830.06033,417.0,436.0,455.0,449.0,466.0,314.0,282.0,355.0,344.0,369.0,3,23,13,0,83,1,0,0,0,0,0,-4.436140757851001e-12,1.0,-8.872281515702002e-12,1.0,1.243492954813848e-12,1.0,478.0,282.0,375.5,54.46201530526677,6888.0,603.0,344.0,467.0,62.30594363497673,13232.0,518.0,284.0,387.5,57.210381730746896,7023.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,351.0
16,2020-03-24,0,22,6,288830.06033,463.0,417.0,436.0,455.0,449.0,295.0,314.0,282.0,355.0,344.0,3,24,13,1,84,1,0,0,0,0,0,-1.3760213586222466e-13,1.0,-2.752042717244493e-13,1.0,-2.951663686432038e-11,1.0,603.0,319.0,444.0,66.20535317425121,7485.0,603.0,344.0,467.0,62.30594363497673,13232.0,521.0,334.0,378.0,53.95397243825993,6778.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,433.0
17,2020-03-25,0,22,6,288830.06033,344.0,463.0,417.0,436.0,455.0,285.0,295.0,314.0,282.0,355.0,3,25,13,2,85,1,0,0,0,0,0,-1.03909787422403e-11,1.0,-2.07819574844806e-11,1.0,-2.0691057699871957e-12,1.0,569.0,362.0,455.0,59.854205796728216,7889.0,603.0,344.0,467.0,62.30594363497673,13232.0,455.0,314.0,382.0,43.80959115098666,6526.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,541.0
18,2020-03-26,0,22,6,288830.06033,351.0,344.0,463.0,417.0,436.0,398.0,285.0,295.0,314.0,282.0,3,26,13,3,86,1,0,0,0,0,0,-6.0924401202515236e-12,1.0,-1.2184880240503047e-11,1.0,-3.282923558912142e-11,1.0,609.0,372.0,436.0,69.84446388188614,7897.0,603.0,344.0,467.0,62.30594363497673,13232.0,476.0,219.0,356.0,59.68400062659882,6167.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,436.0
19,2020-03-27,0,22,6,288830.06033,433.0,351.0,344.0,463.0,417.0,378.0,398.0,285.0,295.0,314.0,3,27,13,4,87,1,0,0,0,0,0,-1.7939014982627466e-12,1.0,-3.587802996525493e-12,1.0,-5.38170449478824e-12,1.0,552.0,289.0,433.0,59.92007363908605,7408.0,603.0,344.0,467.0,62.30594363497673,13232.0,487.0,244.0,334.0,62.90092170673728,5934.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,468.0
20,2020-03-28,0,22,6,288830.06033,541.0,433.0,351.0,344.0,463.0,455.0,378.0,398.0,285.0,295.0,3,28,13,5,88,1,1,0,0,0,0,2.50463712372603e-12,1.0,5.00927424745206e-12,1.0,-3.6141834313922464e-11,1.0,577.0,293.0,418.0,63.6241124233643,7211.0,603.0,344.0,467.0,62.30594363497673,13232.0,405.0,247.0,314.0,38.596035796941045,5399.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,409.0
21,2020-03-29,0,22,6,288830.06033,436.0,541.0,433.0,351.0,344.0,356.0,455.0,378.0,398.0,285.0,3,29,13,6,89,1,1,0,0,0,0,-7.748739482652045e-12,1.0,-1.549747896530409e-11,1.0,-8.694303219589284e-12,1.0,529.0,268.0,376.0,63.462854888645566,6835.0,603.0,344.0,467.0,62.30594363497673,13232.0,364.0,269.0,311.5,32.076682812393706,5642.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,376.0
22,2020-03-30,0,22,6,288830.06033,468.0,436.0,541.0,433.0,351.0,316.0,356.0,455.0,378.0,398.0,3,30,14,0,90,1,0,0,0,0,0,-3.4502008606632685e-12,1.0,-6.900401721326537e-12,1.0,-3.945443303872351e-11,1.0,478.0,282.0,375.5,54.46201530526677,6888.0,603.0,344.0,467.0,62.30594363497673,13232.0,518.0,284.0,387.5,57.210381730746896,7023.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,421.0
23,2020-03-31,0,22,6,288830.06033,409.0,468.0,436.0,541.0,433.0,281.0,316.0,356.0,455.0,378.0,3,31,14,1,91,1,0,0,1,0,1,8.483377613255083e-13,1.0,1.6966755226510165e-12,1.0,-1.2006901944390327e-11,1.0,603.0,319.0,444.0,66.20535317425121,7485.0,603.0,344.0,467.0,62.30594363497673,13232.0,521.0,334.0,378.0,53.95397243825993,6778.0,518.0,281.0,369.0,63.28759873040867,10473.0,0,0,358.0
24,2020-04-01,0,22,6,288830.06033,376.0,409.0,468.0,436.0,541.0,270.0,281.0,316.0,356.0,455.0,4,1,14,2,92,2,0,1,0,1,0,-9.405038845052567e-12,1.0,-1.8810077690105133e-11,1.0,1.5440629149942854e-11,1.0,569.0,362.0,455.0,59.854205796728216,7889.0,465.0,268.0,394.0,45.78427977317567,10318.0,455.0,314.0,382.0,43.80959115098666,6526.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,362.0
25,2020-04-02,0,22,6,288830.06033,421.0,376.0,409.0,468.0,436.0,384.0,270.0,281.0,316.0,356.0,4,2,14,3,93,2,0,0,0,0,0,-5.1065002230637905e-12,1.0,-1.0213000446127581e-11,1.0,-1.5319500669191372e-11,1.0,609.0,372.0,436.0,69.84446388188614,7897.0,465.0,268.0,394.0,45.78427977317567,10318.0,476.0,219.0,356.0,59.68400062659882,6167.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,426.0
26,2020-04-03,0,22,6,288830.06033,358.0,421.0,376.0,409.0,468.0,384.0,384.0,270.0,281.0,316.0,4,3,14,4,94,2,0,0,0,0,0,-8.079616010750135e-13,1.0,-1.615923202150027e-12,1.0,1.212803042514181e-11,1.0,552.0,289.0,433.0,59.92007363908605,7408.0,465.0,268.0,394.0,45.78427977317567,10318.0,487.0,244.0,334.0,62.90092170673728,5934.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,416.0
27,2020-04-04,0,22,6,288830.06033,362.0,358.0,421.0,376.0,409.0,329.0,384.0,384.0,270.0,281.0,4,4,14,5,95,2,1,0,0,0,0,-1.1061338207453088e-11,1.0,-2.2122676414906177e-11,1.0,-1.8632099393992415e-11,1.0,577.0,293.0,418.0,63.6241124233643,7211.0,465.0,268.0,394.0,45.78427977317567,10318.0,405.0,247.0,314.0,38.596035796941045,5399.0,521.0,269.0,331.0,57.363902272689025,9372.0,1,0,374.0
28,2020-04-05,0,22,6,288830.06033,426.0,362.0,358.0,421.0,376.0,448.0,329.0,384.0,384.0,270.0,4,5,14,6,96,2,1,0,0,0,0,-6.762799585464312e-12,1.0,-1.3525599170928624e-11,1.0,8.815431700340767e-12,1.0,529.0,268.0,376.0,63.462854888645566,6835.0,465.0,268.0,394.0,45.78427977317567,10318.0,364.0,269.0,311.5,32.076682812393706,5642.0,521.0,269.0,331.0,57.363902272689025,9372.0,1,0,268.0
29,2020-04-06,0,22,6,288830.06033,416.0,426.0,362.0,358.0,421.0,478.0,448.0,329.0,384.0,384.0,4,6,15,0,97,2,0,0,0,0,0,-2.4642609634755355e-12,1.0,-4.928521926951071e-12,1.0,-2.1944698118793458e-11,1.0,478.0,282.0,375.5,54.46201530526677,6888.0,465.0,268.0,394.0,45.78427977317567,10318.0,518.0,284.0,387.5,57.210381730746896,7023.0,521.0,269.0,331.0,57.363902272689025,9372.0,1,0,282.0
30,2020-04-07,0,22,6,288830.06033,374.0,416.0,426.0,362.0,358.0,285.0,478.0,448.0,329.0,384.0,4,7,15,1,98,2,0,0,0,0,0,1.834277658513241e-12,1.0,3.668555317026482e-12,1.0,5.502832975539724e-12,1.0,603.0,319.0,444.0,66.20535317425121,7485.0,465.0,268.0,394.0,45.78427977317567,10318.0,521.0,334.0,378.0,53.95397243825993,6778.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,319.0
31,2020-04-08,0,22,6,288830.06033,268.0,374.0,416.0,426.0,362.0,269.0,285.0,478.0,448.0,329.0,4,8,15,2,99,2,0,0,0,0,0,-8.419098947864834e-12,1.0,-1.6838197895729667e-11,1.0,-2.52572968435945e-11,1.0,569.0,362.0,455.0,59.854205796728216,7889.0,465.0,268.0,394.0,45.78427977317567,10318.0,455.0,314.0,382.0,43.80959115098666,6526.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,465.0
32,2020-04-09,0,22,6,288830.06033,282.0,268.0,374.0,416.0,426.0,306.0,269.0,285.0,478.0,448.0,4,9,15,3,100,2,0,0,0,0,0,-4.1205603258760575e-12,1.0,-8.241120651752115e-12,1.0,2.19023425073868e-12,1.0,609.0,372.0,436.0,69.84446388188614,7897.0,465.0,268.0,394.0,45.78427977317567,10318.0,476.0,219.0,356.0,59.68400062659882,6167.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,404.0
33,2020-04-10,0,22,6,288830.06033,319.0,282.0,268.0,374.0,416.0,387.0,306.0,269.0,285.0,478.0,4,10,15,4,101,2,0,0,0,0,0,1.779782961127194e-13,1.0,3.559565922254388e-13,1.0,-2.8569895568395544e-11,1.0,552.0,289.0,433.0,59.92007363908605,7408.0,465.0,268.0,394.0,45.78427977317567,10318.0,487.0,244.0,334.0,62.90092170673728,5934.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,433.0
34,2020-04-11,0,22,6,288830.06033,465.0,319.0,282.0,268.0,374.0,362.0,387.0,306.0,269.0,285.0,4,11,15,5,102,2,1,0,0,0,0,-1.0075398310265355e-11,1.0,-2.015079662053071e-11,1.0,-1.1223644740623635e-12,1.0,577.0,293.0,418.0,63.6241124233643,7211.0,465.0,268.0,394.0,45.78427977317567,10318.0,405.0,247.0,314.0,38.596035796941045,5399.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,401.0
35,2020-04-12,0,22,6,288830.06033,404.0,465.0,319.0,282.0,268.0,327.0,362.0,387.0,306.0,269.0,4,12,15,6,103,2,1,0,0,0,0,-5.776859688276579e-12,1.0,-1.1553719376553158e-11,1.0,-3.188249429319659e-11,1.0,529.0,268.0,376.0,63.462854888645566,6835.0,465.0,268.0,394.0,45.78427977317567,10318.0,364.0,269.0,311.5,32.076682812393706,5642.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,389.0
36,2020-04-13,0,22,6,288830.06033,433.0,404.0,465.0,319.0,282.0,330.0,327.0,362.0,387.0,306.0,4,13,16,0,104,2,0,0,0,0,0,-1.4783210662878025e-12,1.0,-2.956642132575605e-12,1.0,-4.434963198863407e-12,1.0,478.0,282.0,375.5,54.46201530526677,6888.0,465.0,268.0,394.0,45.78427977317567,10318.0,518.0,284.0,387.5,57.210381730746896,7023.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,328.0
37,2020-04-14,0,22,6,288830.06033,401.0,433.0,404.0,465.0,319.0,318.0,330.0,327.0,362.0,387.0,4,14,16,1,105,2,0,0,0,0,0,-1.1731697672665877e-11,1.0,-2.3463395345331754e-11,1.0,-3.519509301799763e-11,1.0,603.0,319.0,444.0,66.20535317425121,7485.0,465.0,268.0,394.0,45.78427977317567,10318.0,521.0,334.0,378.0,53.95397243825993,6778.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,394.0
38,2020-04-15,0,22,6,288830.06033,389.0,401.0,433.0,404.0,465.0,303.0,318.0,330.0,327.0,362.0,4,15,16,2,106,2,0,0,0,0,0,-7.4331590506771e-12,1.0,-1.48663181013542e-11,1.0,-7.74756192366445e-12,1.0,569.0,362.0,455.0,59.854205796728216,7889.0,465.0,268.0,394.0,45.78427977317567,10318.0,455.0,314.0,382.0,43.80959115098666,6526.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,412.0
39,2020-04-16,0,22,6,288830.06033,328.0,389.0,401.0,433.0,404.0,362.0,303.0,318.0,330.0,327.0,4,16,16,3,107,2,0,0,0,0,0,-3.134620428688324e-12,1.0,-6.269240857376648e-12,1.0,-3.8507691742798674e-11,1.0,609.0,372.0,436.0,69.84446388188614,7897.0,465.0,268.0,394.0,45.78427977317567,10318.0,476.0,219.0,356.0,59.68400062659882,6167.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,372.0
40,2020-04-17,0,22,6,288830.06033,394.0,328.0,389.0,401.0,433.0,521.0,362.0,303.0,318.0,330.0,4,17,16,4,108,2,0,0,0,0,0,1.1639181933004523e-12,1.0,2.3278363866009046e-12,1.0,-1.1060160648465495e-11,1.0,552.0,289.0,433.0,59.92007363908605,7408.0,465.0,268.0,394.0,45.78427977317567,10318.0,487.0,244.0,334.0,62.90092170673728,5934.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,397.0
41,2020-04-18,0,22,6,288830.06033,412.0,394.0,328.0,389.0,401.0,406.0,521.0,362.0,303.0,318.0,4,18,16,5,109,2,1,0,0,0,0,-9.089458413077622e-12,1.0,-1.8178916826155245e-11,1.0,-4.182029046759972e-11,1.0,577.0,293.0,418.0,63.6241124233643,7211.0,465.0,268.0,394.0,45.78427977317567,10318.0,405.0,247.0,314.0,38.596035796941045,5399.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,417.0
42,2020-04-19,0,22,6,288830.06033,372.0,412.0,394.0,328.0,389.0,345.0,406.0,521.0,362.0,303.0,4,19,16,6,110,2,1,0,0,0,0,-4.790919791088846e-12,1.0,-9.581839582177692e-12,1.0,-1.4372759373266538e-11,1.0,529.0,268.0,376.0,63.462854888645566,6835.0,465.0,268.0,394.0,45.78427977317567,10318.0,364.0,269.0,311.5,32.076682812393706,5642.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,345.0
43,2020-04-20,0,22,6,288830.06033,397.0,372.0,412.0,394.0,328.0,334.0,345.0,406.0,521.0,362.0,4,20,17,0,111,2,0,0,0,0,0,-4.923811691000695e-13,1.0,-9.84762338200139e-13,1.0,1.3074771721066644e-11,1.0,478.0,282.0,375.5,54.46201530526677,6888.0,465.0,268.0,394.0,45.78427977317567,10318.0,518.0,284.0,387.5,57.210381730746896,7023.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,335.0
44,2020-04-21,0,22,6,288830.06033,417.0,397.0,372.0,412.0,394.0,302.0,334.0,345.0,406.0,521.0,4,21,17,1,112,2,0,0,0,0,0,-1.0745757775478144e-11,1.0,-2.1491515550956288e-11,1.0,-1.768535809806758e-11,1.0,603.0,319.0,444.0,66.20535317425121,7485.0,465.0,268.0,394.0,45.78427977317567,10318.0,521.0,334.0,378.0,53.95397243825993,6778.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,451.0
45,2020-04-22,0,22,6,288830.06033,345.0,417.0,397.0,372.0,412.0,291.0,302.0,334.0,345.0,406.0,4,22,17,2,113,2,0,0,0,0,0,-6.447219153489368e-12,1.0,-1.2894438306978735e-11,1.0,9.762172996265599e-12,1.0,569.0,362.0,455.0,59.854205796728216,7889.0,465.0,268.0,394.0,45.78427977317567,10318.0,455.0,314.0,382.0,43.80959115098666,6526.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,406.0
46,2020-04-23,0,22,6,288830.06033,335.0,345.0,417.0,397.0,372.0,331.0,291.0,302.0,334.0,345.0,4,23,17,3,114,2,0,0,0,0,0,-2.1486805315005915e-12,1.0,-4.297361063001183e-12,1.0,-2.0997956822868625e-11,1.0,609.0,372.0,436.0,69.84446388188614,7897.0,465.0,268.0,394.0,45.78427977317567,10318.0,476.0,219.0,356.0,59.68400062659882,6167.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,386.0
47,2020-04-24,0,22,6,288830.06033,451.0,335.0,345.0,417.0,397.0,370.0,331.0,291.0,302.0,334.0,4,24,17,4,115,2,0,0,0,0,0,2.1498580904881855e-12,1.0,4.299716180976371e-12,1.0,6.449574271464556e-12,1.0,552.0,289.0,433.0,59.92007363908605,7408.0,465.0,268.0,394.0,45.78427977317567,10318.0,487.0,244.0,334.0,62.90092170673728,5934.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,395.0
48,2020-04-25,0,22,6,288830.06033,406.0,451.0,335.0,345.0,417.0,314.0,370.0,331.0,291.0,302.0,4,25,17,5,116,2,1,0,0,0,0,-8.10351851588989e-12,1.0,-1.620703703177978e-11,1.0,-2.4310555547669668e-11,1.0,577.0,293.0,418.0,63.6241124233643,7211.0,465.0,268.0,394.0,45.78427977317567,10318.0,405.0,247.0,314.0,38.596035796941045,5399.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,405.0
49,2020-04-26,0,22,6,288830.06033,386.0,406.0,451.0,335.0,345.0,336.0,314.0,370.0,331.0,291.0,4,26,17,6,117,2,1,0,0,0,0,-3.804979893901113e-12,1.0,-7.609959787802226e-12,1.0,3.136975546663512e-12,1.0,529.0,268.0,376.0,63.462854888645566,6835.0,465.0,268.0,394.0,45.78427977317567,10318.0,364.0,269.0,311.5,32.076682812393706,5642.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,359.0
50,2020-04-27,0,22,6,288830.06033,395.0,386.0,406.0,451.0,335.0,307.0,336.0,314.0,370.0,331.0,4,27,18,0,118,2,0,0,0,0,0,4.935587280876635e-13,1.0,9.87117456175327e-13,1.0,-2.7623154272470714e-11,1.0,478.0,282.0,375.5,54.46201530526677,6888.0,465.0,268.0,394.0,45.78427977317567,10318.0,518.0,284.0,387.5,57.210381730746896,7023.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,377.0
51,2020-04-28,0,22,6,288830.06033,405.0,395.0,386.0,406.0,451.0,317.0,307.0,336.0,314.0,370.0,4,28,18,1,119,2,0,0,0,0,0,-9.759817878290411e-12,1.0,-1.9519635756580822e-11,1.0,-1.7562317813753136e-13,1.0,603.0,319.0,444.0,66.20535317425121,7485.0,465.0,268.0,394.0,45.78427977317567,10318.0,521.0,334.0,378.0,53.95397243825993,6778.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,398.0
52,2020-04-29,0,22,6,288830.06033,359.0,405.0,395.0,386.0,406.0,332.0,317.0,307.0,336.0,314.0,4,29,18,2,120,2,0,0,0,0,0,-5.461279256301635e-12,1.0,-1.092255851260327e-11,1.0,-3.0935752997271754e-11,1.0,569.0,362.0,455.0,59.854205796728216,7889.0,465.0,268.0,394.0,45.78427977317567,10318.0,455.0,314.0,382.0,43.80959115098666,6526.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,391.0
53,2020-04-30,0,22,6,288830.06033,377.0,359.0,405.0,395.0,386.0,362.0,332.0,317.0,307.0,336.0,4,30,18,3,121,2,0,0,1,0,0,-1.1627406343128583e-12,1.0,-2.3254812686257165e-12,1.0,-3.488221902938575e-12,1.0,609.0,372.0,436.0,69.84446388188614,7897.0,465.0,268.0,394.0,45.78427977317567,10318.0,476.0,219.0,356.0,59.68400062659882,6167.0,521.0,269.0,331.0,57.363902272689025,9372.0,0,0,464.0
