date,aoi_id,pai_num,shou_num,zone_id
20200301,aoi_216,104,62,zone_13
20200301,aoi_282,17,8,zone_13
20200301,aoi_290,54,47,zone_13
20200301,aoi_31,98,42,zone_13
20200301,aoi_52,8,4,zone_13
20200301,aoi_78,5,4,zone_13
20200301,aoi_97,8,10,zone_13
20200301,aoi_245,134,35,zone_14
20200301,aoi_372,205,80,zone_14
20200301,aoi_43,187,57,zone_14
20200301,aoi_191,44,33,zone_15
20200301,aoi_22,7,5,zone_15
20200301,aoi_316,144,56,zone_15
20200301,aoi_344,18,12,zone_15
20200301,aoi_62,16,18,zone_15
20200301,aoi_95,74,28,zone_15
20200301,aoi_12,68,73,zone_16
20200301,aoi_134,6,9,zone_16
20200301,aoi_162,10,7,zone_16
20200301,aoi_186,3,3,zone_16
20200301,aoi_221,18,13,zone_16
20200301,aoi_28,3,3,zone_16
20200301,aoi_342,327,207,zone_16
20200301,aoi_37,7,26,zone_16
20200301,aoi_55,31,47,zone_16
20200301,aoi_81,21,29,zone_16
20200301,aoi_1,9,4,zone_17
20200301,aoi_133,2,2,zone_17
20200301,aoi_152,2,2,zone_17
20200301,aoi_161,10,5,zone_17
20200301,aoi_179,3,2,zone_17
20200301,aoi_199,17,3,zone_17
20200301,aoi_210,10,4,zone_17
20200301,aoi_213,5,2,zone_17
20200301,aoi_214,3,2,zone_17
20200301,aoi_23,3,4,zone_17
20200301,aoi_237,11,7,zone_17
20200301,aoi_277,2,6,zone_17
20200301,aoi_285,2,3,zone_17
20200301,aoi_286,8,7,zone_17
20200301,aoi_304,6,2,zone_17
20200301,aoi_315,7,9,zone_17
20200301,aoi_364,2,3,zone_17
20200301,aoi_366,8,2,zone_17
20200301,aoi_382,2,3,zone_17
20200301,aoi_394,2,3,zone_17
20200301,aoi_48,3,2,zone_17
20200301,aoi_54,2,2,zone_17
20200301,aoi_101,3,2,zone_18
20200301,aoi_122,7,11,zone_18
20200301,aoi_234,4,2,zone_18
20200301,aoi_241,13,9,zone_18
20200301,aoi_276,3,3,zone_18
20200301,aoi_308,9,5,zone_18
20200301,aoi_322,6,5,zone_18
20200301,aoi_350,2,2,zone_18
20200301,aoi_384,30,17,zone_18
20200301,aoi_393,27,12,zone_18
20200301,aoi_42,12,8,zone_18
20200301,aoi_424,11,13,zone_18
20200301,aoi_46,17,20,zone_18
20200301,aoi_53,42,31,zone_18
20200301,aoi_57,20,14,zone_18
20200301,aoi_63,12,3,zone_18
20200301,aoi_66,80,56,zone_18
20200301,aoi_92,14,7,zone_18
20200301,aoi_10,39,15,zone_19
20200301,aoi_11,7,6,zone_19
20200301,aoi_119,47,61,zone_19
20200301,aoi_254,46,14,zone_19
20200301,aoi_258,16,12,zone_19
20200301,aoi_419,43,5,zone_19
20200301,aoi_49,100,159,zone_19
20200301,aoi_59,34,9,zone_19
20200301,aoi_89,38,17,zone_19
20200301,aoi_96,14,19,zone_19
20200301,aoi_140,10,9,zone_2
20200301,aoi_21,87,101,zone_2
20200301,aoi_235,50,55,zone_2
20200301,aoi_283,121,137,zone_2
20200301,aoi_288,3,286,zone_2
20200301,aoi_359,8,3,zone_2
20200301,aoi_192,2,3,zone_20
20200301,aoi_217,5,7,zone_20
20200301,aoi_223,18,11,zone_20
20200301,aoi_263,99,24,zone_20
20200301,aoi_333,41,5,zone_20
20200301,aoi_351,23,5,zone_20
20200301,aoi_353,74,21,zone_20
20200301,aoi_390,7,9,zone_20
20200301,aoi_391,14,6,zone_20
20200301,aoi_399,37,18,zone_20
20200301,aoi_56,79,26,zone_20
20200301,aoi_144,87,169,zone_21
20200301,aoi_208,10,5,zone_21
20200301,aoi_269,5,5,zone_21
20200301,aoi_338,120,80,zone_21
20200301,aoi_349,75,47,zone_21
20200301,aoi_397,64,35,zone_21
20200301,aoi_426,15,3,zone_21
20200301,aoi_68,23,19,zone_21
20200301,aoi_309,9,4,zone_22
20200301,aoi_404,654,221,zone_22
20200301,aoi_93,330,115,zone_23
20200301,aoi_128,82,20,zone_24
20200301,aoi_145,25,47,zone_24
20200301,aoi_169,14,113,zone_24
20200301,aoi_421,14,7,zone_24
20200301,aoi_100,3,3,zone_25
20200301,aoi_138,6,4,zone_25
20200301,aoi_149,7,18,zone_25
20200301,aoi_168,5,6,zone_25
20200301,aoi_170,49,23,zone_25
20200301,aoi_188,5,4,zone_25
20200301,aoi_195,38,85,zone_25
20200301,aoi_240,5,2,zone_25
20200301,aoi_255,14,3,zone_25
20200301,aoi_312,4,3,zone_25
20200301,aoi_332,12,4,zone_25
20200301,aoi_370,7,4,zone_25
20200301,aoi_67,8,3,zone_25
20200301,aoi_90,23,3,zone_25
20200301,aoi_172,15,27,zone_26
20200301,aoi_177,43,41,zone_26
20200301,aoi_2,18,6,zone_26
20200301,aoi_209,15,16,zone_26
20200301,aoi_226,54,62,zone_26
20200301,aoi_320,11,4,zone_26
20200301,aoi_326,2,4,zone_26
20200301,aoi_329,41,26,zone_26
20200301,aoi_368,6,3,zone_26
20200301,aoi_412,16,5,zone_26
20200301,aoi_414,10,4,zone_26
20200301,aoi_422,36,17,zone_26
20200301,aoi_47,33,16,zone_26
20200301,aoi_60,9,2,zone_26
20200301,aoi_65,15,26,zone_26
20200301,aoi_91,2,63,zone_26
20200301,aoi_25,4,5,zone_27
20200301,aoi_301,326,272,zone_27
20200301,aoi_74,15,4,zone_27
20200301,aoi_104,105,9,zone_28
20200301,aoi_110,43,7,zone_28
20200301,aoi_139,43,6,zone_28
20200301,aoi_229,77,25,zone_28
20200301,aoi_236,21,6,zone_28
20200301,aoi_27,30,9,zone_28
20200301,aoi_41,17,17,zone_28
20200301,aoi_428,16,2,zone_28
20200301,aoi_44,178,83,zone_28
20200301,aoi_120,14,13,zone_29
20200301,aoi_155,26,21,zone_29
20200301,aoi_171,2,3,zone_29
20200301,aoi_183,12,4,zone_29
20200301,aoi_200,13,5,zone_29
20200301,aoi_212,5,3,zone_29
20200301,aoi_230,7,4,zone_29
20200301,aoi_242,7,4,zone_29
20200301,aoi_252,8,2,zone_29
20200301,aoi_278,15,5,zone_29
20200301,aoi_291,7,3,zone_29
20200301,aoi_30,53,12,zone_29
20200301,aoi_303,5,16,zone_29
20200301,aoi_310,2,2,zone_29
20200301,aoi_314,2,4,zone_29
20200301,aoi_330,48,18,zone_29
20200301,aoi_376,21,5,zone_29
20200301,aoi_381,87,28,zone_29
20200301,aoi_409,5,2,zone_29
20200301,aoi_410,12,9,zone_29
20200301,aoi_75,27,80,zone_29
20200301,aoi_146,16,13,zone_3
20200301,aoi_293,108,97,zone_3
20200301,aoi_402,38,33,zone_3
20200301,aoi_141,11,4,zone_4
20200301,aoi_151,8,2,zone_4
20200301,aoi_156,2,3,zone_4
20200301,aoi_18,92,42,zone_4
20200301,aoi_218,15,13,zone_4
20200301,aoi_289,4,7,zone_4
20200301,aoi_297,2,3,zone_4
20200301,aoi_307,2,3,zone_4
20200301,aoi_340,15,18,zone_4
20200301,aoi_365,52,27,zone_4
20200301,aoi_406,3,4,zone_4
20200301,aoi_72,15,6,zone_4
20200301,aoi_132,87,54,zone_5
20200301,aoi_202,9,3,zone_5
20200301,aoi_264,3,7,zone_5
20200301,aoi_266,38,18,zone_5
20200301,aoi_296,12,19,zone_5
20200301,aoi_367,4,3,zone_5
20200301,aoi_385,42,14,zone_5
20200301,aoi_83,4,2,zone_5
20200301,aoi_123,4,8,zone_6
20200301,aoi_143,4,2,zone_6
20200301,aoi_166,40,25,zone_6
20200301,aoi_178,15,18,zone_6
20200301,aoi_369,78,23,zone_6
20200301,aoi_377,343,110,zone_6
20200301,aoi_71,21,7,zone_6
20200301,aoi_127,75,18,zone_7
20200301,aoi_159,3,3,zone_7
20200301,aoi_165,39,13,zone_7
20200301,aoi_173,18,10,zone_7
20200301,aoi_325,4,4,zone_7
20200301,aoi_337,48,15,zone_7
20200301,aoi_371,15,6,zone_7
20200301,aoi_374,19,7,zone_7
20200301,aoi_408,26,3,zone_7
20200301,aoi_411,4,2,zone_7
20200301,aoi_415,35,11,zone_7
20200301,aoi_0,9,7,zone_8
20200301,aoi_207,3,15,zone_8
20200301,aoi_261,123,102,zone_8
20200301,aoi_270,10,15,zone_8
20200301,aoi_300,90,17,zone_8
20200301,aoi_311,2,2,zone_8
20200301,aoi_324,3,5,zone_8
20200301,aoi_358,67,22,zone_8
20200301,aoi_380,124,18,zone_8
20200301,aoi_387,3,9,zone_8
20200301,aoi_7,4,2,zone_8
20200301,aoi_150,47,8,zone_9
20200301,aoi_224,117,31,zone_9
20200301,aoi_238,89,122,zone_9
20200301,aoi_248,6,3,zone_9
20200301,aoi_334,112,40,zone_9
20200301,aoi_362,14,8,zone_9
20200301,aoi_38,7,14,zone_9
20200301,aoi_70,7,3,zone_9
20200302,aoi_106,3,2,zone_0
20200302,aoi_131,5,20,zone_0
20200302,aoi_147,4,2,zone_0
20200302,aoi_174,52,163,zone_0
20200302,aoi_197,4,37,zone_0
20200302,aoi_220,43,11,zone_0
20200302,aoi_24,3,2,zone_0
20200302,aoi_243,34,3,zone_0
20200302,aoi_294,28,12,zone_0
20200302,aoi_343,23,4,zone_0
20200302,aoi_356,143,62,zone_0
20200302,aoi_357,11,6,zone_0
20200302,aoi_4,14,22,zone_0
20200302,aoi_425,8,2,zone_0
20200302,aoi_50,4,7,zone_0
20200302,aoi_82,2,5,zone_0
20200302,aoi_86,90,103,zone_0
20200302,aoi_94,7,7,zone_0
20200302,aoi_135,11,21,zone_1
20200302,aoi_295,173,94,zone_1
20200302,aoi_321,20,43,zone_1
20200302,aoi_69,47,128,zone_1
20200302,aoi_84,6,33,zone_1
20200302,aoi_103,44,13,zone_10
20200302,aoi_118,47,66,zone_10
20200302,aoi_13,25,25,zone_10
20200302,aoi_215,15,14,zone_10
20200302,aoi_273,5,2,zone_10
20200302,aoi_284,12,35,zone_10
20200302,aoi_298,64,304,zone_10
20200302,aoi_302,28,28,zone_10
20200302,aoi_306,81,49,zone_10
20200302,aoi_108,23,6,zone_11
20200302,aoi_114,29,17,zone_11
20200302,aoi_256,35,28,zone_11
20200302,aoi_272,101,151,zone_11
20200302,aoi_33,4,23,zone_11
20200302,aoi_36,17,8,zone_11
20200302,aoi_40,45,91,zone_11
20200302,aoi_400,12,21,zone_11
20200302,aoi_85,35,53,zone_11
20200302,aoi_87,4,9,zone_11
20200302,aoi_115,10,7,zone_12
20200302,aoi_124,10,20,zone_12
20200302,aoi_15,9,3,zone_12
20200302,aoi_187,4,4,zone_12
20200302,aoi_205,18,6,zone_12
20200302,aoi_211,10,27,zone_12
20200302,aoi_231,20,11,zone_12
20200302,aoi_239,3,3,zone_12
20200302,aoi_247,10,6,zone_12
20200302,aoi_249,37,19,zone_12
20200302,aoi_257,191,54,zone_12
20200302,aoi_26,102,77,zone_12
20200302,aoi_260,33,15,zone_12
20200302,aoi_339,73,17,zone_12
20200302,aoi_355,2,2,zone_12
20200302,aoi_383,16,9,zone_12
20200302,aoi_418,25,6,zone_12
20200302,aoi_157,64,120,zone_13
20200302,aoi_167,5,7,zone_13
20200302,aoi_193,94,13,zone_13
20200302,aoi_216,140,88,zone_13
20200302,aoi_282,31,14,zone_13
20200302,aoi_290,77,42,zone_13
20200302,aoi_31,137,76,zone_13
20200302,aoi_52,6,4,zone_13
20200302,aoi_64,2,2,zone_13
20200302,aoi_78,5,2,zone_13
20200302,aoi_97,11,21,zone_13
20200302,aoi_245,135,38,zone_14
20200302,aoi_372,178,67,zone_14
20200302,aoi_43,195,57,zone_14
20200302,aoi_116,2,4,zone_15
20200302,aoi_191,34,20,zone_15
20200302,aoi_22,108,161,zone_15
20200302,aoi_316,145,90,zone_15
20200302,aoi_344,45,31,zone_15
20200302,aoi_62,32,39,zone_15
20200302,aoi_95,63,46,zone_15
20200302,aoi_12,72,63,zone_16
20200302,aoi_134,23,11,zone_16
20200302,aoi_162,6,2,zone_16
20200302,aoi_186,4,3,zone_16
20200302,aoi_221,27,14,zone_16
20200302,aoi_28,7,2,zone_16
20200302,aoi_342,373,144,zone_16
20200302,aoi_37,17,11,zone_16
20200302,aoi_55,48,55,zone_16
20200302,aoi_81,38,38,zone_16
20200302,aoi_1,17,8,zone_17
20200302,aoi_133,7,4,zone_17
20200302,aoi_161,16,13,zone_17
20200302,aoi_179,8,8,zone_17
20200302,aoi_199,17,8,zone_17
20200302,aoi_20,2,2,zone_17
20200302,aoi_210,20,21,zone_17
20200302,aoi_214,6,4,zone_17
20200302,aoi_23,2,3,zone_17
20200302,aoi_237,8,6,zone_17
20200302,aoi_265,3,2,zone_17
20200302,aoi_277,6,20,zone_17
20200302,aoi_279,3,6,zone_17
20200302,aoi_285,3,3,zone_17
20200302,aoi_286,17,5,zone_17
20200302,aoi_315,21,20,zone_17
20200302,aoi_317,2,5,zone_17
20200302,aoi_346,6,3,zone_17
20200302,aoi_364,2,3,zone_17
20200302,aoi_366,26,24,zone_17
20200302,aoi_378,2,8,zone_17
20200302,aoi_382,2,4,zone_17
20200302,aoi_39,69,11,zone_17
20200302,aoi_394,6,6,zone_17
20200302,aoi_405,2,2,zone_17
20200302,aoi_416,6,5,zone_17
20200302,aoi_48,7,4,zone_17
20200302,aoi_54,4,2,zone_17
20200302,aoi_77,5,8,zone_17
20200302,aoi_9,6,12,zone_17
20200302,aoi_98,20,41,zone_17
20200302,aoi_101,4,3,zone_18
20200302,aoi_122,10,14,zone_18
20200302,aoi_234,5,4,zone_18
20200302,aoi_241,17,12,zone_18
20200302,aoi_276,6,4,zone_18
20200302,aoi_308,2,8,zone_18
20200302,aoi_322,10,4,zone_18
20200302,aoi_350,4,2,zone_18
20200302,aoi_384,35,16,zone_18
20200302,aoi_393,36,29,zone_18
20200302,aoi_42,23,26,zone_18
20200302,aoi_424,20,18,zone_18
20200302,aoi_46,18,19,zone_18
20200302,aoi_53,42,35,zone_18
20200302,aoi_57,15,19,zone_18
20200302,aoi_58,3,2,zone_18
20200302,aoi_63,14,11,zone_18
20200302,aoi_66,71,61,zone_18
20200302,aoi_92,13,8,zone_18
20200302,aoi_10,45,45,zone_19
20200302,aoi_11,7,24,zone_19
20200302,aoi_119,28,53,zone_19
20200302,aoi_17,4,2,zone_19
20200302,aoi_254,42,24,zone_19
20200302,aoi_258,16,9,zone_19
20200302,aoi_401,6,2,zone_19
20200302,aoi_419,44,14,zone_19
20200302,aoi_49,118,168,zone_19
20200302,aoi_59,25,3,zone_19
20200302,aoi_89,29,12,zone_19
20200302,aoi_96,13,14,zone_19
20200302,aoi_140,8,9,zone_2
20200302,aoi_21,79,79,zone_2
20200302,aoi_235,74,89,zone_2
20200302,aoi_283,142,142,zone_2
20200302,aoi_359,3,7,zone_2
20200302,aoi_19,13,3,zone_20
20200302,aoi_192,14,4,zone_20
20200302,aoi_217,3,3,zone_20
20200302,aoi_223,38,5,zone_20
20200302,aoi_263,80,12,zone_20
20200302,aoi_333,54,6,zone_20
20200302,aoi_351,19,5,zone_20
20200302,aoi_353,66,25,zone_20
20200302,aoi_390,17,58,zone_20
20200302,aoi_391,8,5,zone_20
20200302,aoi_399,39,11,zone_20
20200302,aoi_56,62,24,zone_20
20200302,aoi_144,60,128,zone_21
20200302,aoi_208,25,17,zone_21
20200302,aoi_269,34,6,zone_21
20200302,aoi_338,117,78,zone_21
20200302,aoi_349,76,77,zone_21
20200302,aoi_397,67,32,zone_21
20200302,aoi_426,4,2,zone_21
20200302,aoi_68,26,12,zone_21
20200302,aoi_309,5,4,zone_22
20200302,aoi_404,639,233,zone_22
20200302,aoi_93,360,205,zone_23
20200302,aoi_128,62,34,zone_24
20200302,aoi_145,24,91,zone_24
20200302,aoi_169,93,224,zone_24
20200302,aoi_421,84,69,zone_24
20200302,aoi_100,3,3,zone_25
20200302,aoi_138,17,25,zone_25
20200302,aoi_149,17,42,zone_25
20200302,aoi_168,6,2,zone_25
20200302,aoi_170,40,27,zone_25
20200302,aoi_182,3,3,zone_25
20200302,aoi_188,6,9,zone_25
20200302,aoi_195,191,234,zone_25
20200302,aoi_240,7,3,zone_25
20200302,aoi_255,11,12,zone_25
20200302,aoi_312,3,2,zone_25
20200302,aoi_332,9,21,zone_25
20200302,aoi_370,11,10,zone_25
20200302,aoi_90,19,5,zone_25
20200302,aoi_172,14,31,zone_26
20200302,aoi_177,114,56,zone_26
20200302,aoi_2,19,28,zone_26
20200302,aoi_203,4,7,zone_26
20200302,aoi_209,14,16,zone_26
20200302,aoi_226,47,48,zone_26
20200302,aoi_320,8,12,zone_26
20200302,aoi_329,48,23,zone_26
20200302,aoi_368,10,5,zone_26
20200302,aoi_388,3,10,zone_26
20200302,aoi_412,18,27,zone_26
20200302,aoi_414,11,21,zone_26
20200302,aoi_422,44,80,zone_26
20200302,aoi_47,32,20,zone_26
20200302,aoi_60,9,8,zone_26
20200302,aoi_65,29,49,zone_26
20200302,aoi_91,3,3,zone_26
20200302,aoi_25,6,4,zone_27
20200302,aoi_301,384,395,zone_27
20200302,aoi_74,13,11,zone_27
20200302,aoi_104,78,13,zone_28
20200302,aoi_110,35,16,zone_28
20200302,aoi_139,23,17,zone_28
20200302,aoi_229,85,31,zone_28
20200302,aoi_236,11,2,zone_28
20200302,aoi_27,30,19,zone_28
20200302,aoi_373,6,3,zone_28
20200302,aoi_41,36,65,zone_28
20200302,aoi_428,9,9,zone_28
20200302,aoi_44,189,68,zone_28
20200302,aoi_120,13,5,zone_29
20200302,aoi_155,35,44,zone_29
20200302,aoi_183,9,22,zone_29
20200302,aoi_200,19,6,zone_29
20200302,aoi_212,6,3,zone_29
20200302,aoi_230,2,7,zone_29
20200302,aoi_242,5,3,zone_29
20200302,aoi_252,4,9,zone_29
20200302,aoi_278,8,8,zone_29
20200302,aoi_291,2,5,zone_29
20200302,aoi_30,34,49,zone_29
20200302,aoi_303,10,17,zone_29
20200302,aoi_310,2,2,zone_29
20200302,aoi_314,5,5,zone_29
20200302,aoi_330,40,19,zone_29
20200302,aoi_376,28,6,zone_29
20200302,aoi_381,63,25,zone_29
20200302,aoi_409,5,2,zone_29
20200302,aoi_410,8,16,zone_29
20200302,aoi_75,69,113,zone_29
20200302,aoi_146,20,21,zone_3
20200302,aoi_293,185,181,zone_3
20200302,aoi_402,41,58,zone_3
20200302,aoi_141,21,12,zone_4
20200302,aoi_151,12,5,zone_4
20200302,aoi_156,5,16,zone_4
20200302,aoi_18,227,225,zone_4
20200302,aoi_218,10,38,zone_4
20200302,aoi_228,40,30,zone_4
20200302,aoi_289,8,13,zone_4
20200302,aoi_297,4,2,zone_4
20200302,aoi_305,5,7,zone_4
20200302,aoi_331,9,13,zone_4
20200302,aoi_340,75,48,zone_4
20200302,aoi_365,65,45,zone_4
20200302,aoi_395,4,3,zone_4
20200302,aoi_406,5,2,zone_4
20200302,aoi_72,18,29,zone_4
20200302,aoi_132,72,35,zone_5
20200302,aoi_202,8,5,zone_5
20200302,aoi_264,115,64,zone_5
20200302,aoi_266,65,31,zone_5
20200302,aoi_296,189,164,zone_5
20200302,aoi_385,48,9,zone_5
20200302,aoi_83,118,29,zone_5
20200302,aoi_107,3,11,zone_6
20200302,aoi_123,15,23,zone_6
20200302,aoi_143,2,4,zone_6
20200302,aoi_166,61,20,zone_6
20200302,aoi_178,14,43,zone_6
20200302,aoi_327,18,17,zone_6
20200302,aoi_369,79,25,zone_6
20200302,aoi_377,321,145,zone_6
20200302,aoi_386,5,2,zone_6
20200302,aoi_71,22,27,zone_6
20200302,aoi_127,74,25,zone_7
20200302,aoi_159,2,2,zone_7
20200302,aoi_165,50,24,zone_7
20200302,aoi_173,28,14,zone_7
20200302,aoi_29,8,2,zone_7
20200302,aoi_325,8,4,zone_7
20200302,aoi_337,82,51,zone_7
20200302,aoi_371,14,3,zone_7
20200302,aoi_374,24,16,zone_7
20200302,aoi_408,24,5,zone_7
20200302,aoi_411,2,5,zone_7
20200302,aoi_415,28,22,zone_7
20200302,aoi_423,6,2,zone_7
20200302,aoi_0,12,4,zone_8
20200302,aoi_112,3,3,zone_8
20200302,aoi_196,2,2,zone_8
20200302,aoi_207,48,25,zone_8
20200302,aoi_261,121,103,zone_8
20200302,aoi_270,45,25,zone_8
20200302,aoi_300,86,29,zone_8
20200302,aoi_358,120,21,zone_8
20200302,aoi_380,80,9,zone_8
20200302,aoi_387,60,53,zone_8
20200302,aoi_7,2,5,zone_8
20200302,aoi_150,47,20,zone_9
20200302,aoi_224,141,37,zone_9
20200302,aoi_238,95,178,zone_9
20200302,aoi_248,8,3,zone_9
20200302,aoi_267,9,3,zone_9
20200302,aoi_334,136,96,zone_9
20200302,aoi_362,11,4,zone_9
20200302,aoi_38,7,3,zone_9
20200302,aoi_70,10,2,zone_9
20200303,aoi_106,5,4,zone_0
20200303,aoi_131,16,33,zone_0
20200303,aoi_14,11,4,zone_0
20200303,aoi_174,71,199,zone_0
20200303,aoi_197,4,3,zone_0
20200303,aoi_220,44,15,zone_0
20200303,aoi_232,2,3,zone_0
20200303,aoi_24,7,4,zone_0
20200303,aoi_243,48,10,zone_0
20200303,aoi_294,27,9,zone_0
20200303,aoi_3,2,2,zone_0
20200303,aoi_343,19,4,zone_0
20200303,aoi_356,200,57,zone_0
20200303,aoi_357,8,2,zone_0
20200303,aoi_4,15,28,zone_0
20200303,aoi_425,3,4,zone_0
20200303,aoi_50,5,9,zone_0
20200303,aoi_82,5,2,zone_0
20200303,aoi_86,104,78,zone_0
20200303,aoi_94,7,6,zone_0
20200303,aoi_135,13,27,zone_1
20200303,aoi_295,216,103,zone_1
20200303,aoi_321,23,41,zone_1
20200303,aoi_69,81,128,zone_1
20200303,aoi_84,12,56,zone_1
20200303,aoi_103,42,23,zone_10
20200303,aoi_118,44,49,zone_10
20200303,aoi_13,26,24,zone_10
20200303,aoi_215,15,15,zone_10
20200303,aoi_273,4,17,zone_10
20200303,aoi_284,14,26,zone_10
20200303,aoi_298,74,310,zone_10
20200303,aoi_302,27,19,zone_10
20200303,aoi_306,72,73,zone_10
20200303,aoi_108,21,8,zone_11
20200303,aoi_114,24,30,zone_11
20200303,aoi_204,2,3,zone_11
20200303,aoi_256,36,24,zone_11
20200303,aoi_272,92,127,zone_11
20200303,aoi_33,3,22,zone_11
20200303,aoi_36,17,18,zone_11
20200303,aoi_40,56,86,zone_11
20200303,aoi_400,43,36,zone_11
20200303,aoi_85,46,67,zone_11
20200303,aoi_87,5,5,zone_11
20200303,aoi_109,5,11,zone_12
20200303,aoi_115,8,8,zone_12
20200303,aoi_124,11,9,zone_12
20200303,aoi_15,7,3,zone_12
20200303,aoi_187,4,6,zone_12
20200303,aoi_205,29,7,zone_12
20200303,aoi_211,8,37,zone_12
20200303,aoi_231,22,9,zone_12
20200303,aoi_247,12,5,zone_12
20200303,aoi_249,36,16,zone_12
20200303,aoi_257,238,62,zone_12
20200303,aoi_26,117,49,zone_12
20200303,aoi_260,37,8,zone_12
20200303,aoi_339,92,12,zone_12
20200303,aoi_383,18,3,zone_12
20200303,aoi_418,35,8,zone_12
20200303,aoi_157,67,95,zone_13
20200303,aoi_167,6,2,zone_13
20200303,aoi_193,60,19,zone_13
20200303,aoi_216,102,85,zone_13
20200303,aoi_282,18,15,zone_13
20200303,aoi_290,59,56,zone_13
20200303,aoi_31,100,50,zone_13
20200303,aoi_52,3,9,zone_13
20200303,aoi_78,4,2,zone_13
20200303,aoi_97,13,11,zone_13
20200303,aoi_245,180,36,zone_14
20200303,aoi_372,198,61,zone_14
20200303,aoi_43,162,100,zone_14
20200303,aoi_191,40,14,zone_15
20200303,aoi_22,77,100,zone_15
20200303,aoi_316,144,85,zone_15
20200303,aoi_344,31,40,zone_15
20200303,aoi_62,28,34,zone_15
20200303,aoi_95,69,32,zone_15
20200303,aoi_12,91,55,zone_16
20200303,aoi_134,8,14,zone_16
20200303,aoi_162,14,3,zone_16
20200303,aoi_186,2,3,zone_16
20200303,aoi_221,41,29,zone_16
20200303,aoi_28,5,4,zone_16
20200303,aoi_342,338,163,zone_16
20200303,aoi_37,13,14,zone_16
20200303,aoi_55,37,69,zone_16
20200303,aoi_81,27,48,zone_16
20200303,aoi_1,16,6,zone_17
20200303,aoi_133,4,7,zone_17
20200303,aoi_152,3,6,zone_17
20200303,aoi_161,28,25,zone_17
20200303,aoi_179,9,11,zone_17
20200303,aoi_199,17,4,zone_17
20200303,aoi_210,17,10,zone_17
20200303,aoi_214,2,3,zone_17
20200303,aoi_237,20,14,zone_17
20200303,aoi_253,2,2,zone_17
20200303,aoi_277,17,13,zone_17
20200303,aoi_279,3,5,zone_17
20200303,aoi_285,6,5,zone_17
20200303,aoi_286,14,7,zone_17
20200303,aoi_304,17,5,zone_17
20200303,aoi_315,15,20,zone_17
20200303,aoi_317,2,9,zone_17
20200303,aoi_346,7,6,zone_17
20200303,aoi_364,3,5,zone_17
20200303,aoi_366,36,16,zone_17
20200303,aoi_378,2,3,zone_17
20200303,aoi_39,38,39,zone_17
20200303,aoi_394,7,2,zone_17
20200303,aoi_403,4,2,zone_17
20200303,aoi_405,4,2,zone_17
20200303,aoi_416,7,5,zone_17
20200303,aoi_48,5,4,zone_17
20200303,aoi_54,5,15,zone_17
20200303,aoi_77,14,7,zone_17
20200303,aoi_79,2,3,zone_17
20200303,aoi_9,10,5,zone_17
20200303,aoi_98,27,33,zone_17
20200303,aoi_99,3,5,zone_17
20200303,aoi_101,2,5,zone_18
20200303,aoi_122,10,11,zone_18
20200303,aoi_234,5,14,zone_18
