zone_id,aoi_num,aoi_type,aoi_area,pai_num_shift_3,pai_num_shift_4,pai_num_shift_5,pai_num_shift_6,pai_num_shift_7,shou_num_shift_3,shou_num_shift_4,shou_num_shift_5,shou_num_shift_6,shou_num_shift_7,month,day,weekofyear,weekday,dayofyear,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,daily_delim_1,daily_delim_2,daily_delim_3,daily_delim_4,daily_delim_5,daily_delim_6,pai_num_groupby_weekday_max,pai_num_groupby_weekday_min,pai_num_groupby_weekday_median,pai_num_groupby_weekday_std,pai_num_groupby_weekday_avg,shou_num_groupby_weekday_max,shou_num_groupby_weekday_min,shou_num_groupby_weekday_median,shou_num_groupby_weekday_std,shou_num_groupby_weekday_avg,pai_num_groupby_month_max,pai_num_groupby_month_min,pai_num_groupby_month_median,pai_num_groupby_month_std,pai_num_groupby_month_sum,shou_num_groupby_month_max,shou_num_groupby_month_min,shou_num_groupby_month_median,shou_num_groupby_month_std,shou_num_groupby_month_sum,festival,is_sale,target,predict
zone_0,22,6,288830.06033,487.0,512.0,543.0,545.0,565.0,342.0,405.0,412.0,440.0,437.0,3,11,11,2,71,1,0,0,0,0,0,2.189056691751086e-12,1.0,4.378113383502172e-12,1.0,-3.70885756098473e-11,1.0,565.0,565.0,565.0,,565.0,437.0,437.0,437.0,,437.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,505.0,543
zone_0,22,6,288830.06033,448.0,487.0,512.0,543.0,545.0,518.0,342.0,405.0,412.0,440.0,3,12,11,3,72,1,0,0,0,0,0,-8.06431991462699e-12,1.0,-1.612863982925398e-11,1.0,-9.641044515514115e-12,1.0,545.0,545.0,545.0,,545.0,440.0,440.0,440.0,,440.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,589.0,545
zone_0,22,6,288830.06033,498.0,448.0,487.0,512.0,543.0,422.0,518.0,342.0,405.0,412.0,3,13,11,4,73,1,0,0,0,0,0,-3.7657812926382126e-12,1.0,-7.531562585276425e-12,1.0,-4.040117433464834e-11,1.0,543.0,543.0,543.0,,543.0,412.0,412.0,412.0,,412.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,475.0,492
zone_0,22,6,288830.06033,505.0,498.0,448.0,487.0,512.0,409.0,422.0,518.0,342.0,405.0,3,14,11,5,74,1,1,0,0,0,0,5.327573293505642e-13,1.0,1.0655146587011284e-12,1.0,-1.2953643240315159e-11,1.0,512.0,512.0,512.0,,512.0,405.0,405.0,405.0,,405.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,437.0,453
zone_0,22,6,288830.06033,589.0,505.0,498.0,448.0,487.0,379.0,409.0,422.0,518.0,342.0,3,15,11,6,75,1,1,0,0,0,0,-9.720619277027511e-12,1.0,-1.9441238554055022e-11,1.0,1.4493887854018022e-11,1.0,487.0,481.0,484.0,4.242640687119285,484.0,342.0,298.0,320.0,31.11269837220809,320.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,398.0,428
zone_0,22,6,288830.06033,475.0,589.0,505.0,498.0,448.0,369.0,379.0,409.0,422.0,518.0,3,16,12,0,76,1,0,0,0,0,0,-5.422080655038734e-12,1.0,-1.0844161310077468e-11,1.0,-1.6266241965116202e-11,1.0,478.0,448.0,463.0,21.213203435596427,463.0,518.0,470.0,494.0,33.94112549695428,494.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,466.0,424
zone_0,22,6,288830.06033,437.0,475.0,589.0,505.0,498.0,314.0,369.0,379.0,409.0,422.0,3,17,12,1,77,1,0,0,0,0,0,-1.1235420330499576e-12,1.0,-2.247084066099915e-12,1.0,1.1181289129216979e-11,1.0,603.0,498.0,550.5,74.24621202458749,550.5,476.0,422.0,449.0,38.18376618407357,449.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,449.0,459
zone_0,22,6,288830.06033,398.0,437.0,475.0,589.0,505.0,351.0,314.0,369.0,379.0,409.0,3,18,12,2,78,1,0,0,0,0,0,-1.1376918639428033e-11,1.0,-2.2753837278856066e-11,1.0,-1.9578840689917248e-11,1.0,565.0,505.0,535.0,42.42640687119285,535.0,437.0,409.0,423.0,19.79898987322333,423.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,455.0,490
zone_0,22,6,288830.06033,466.0,398.0,437.0,475.0,589.0,369.0,351.0,314.0,369.0,379.0,3,19,12,3,79,1,0,0,0,0,0,-7.078380017439256e-12,1.0,-1.4156760034878512e-11,1.0,7.868690404415936e-12,1.0,589.0,545.0,567.0,31.11269837220809,567.0,440.0,379.0,409.5,43.1335136523794,409.5,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,436.0,473
zone_0,22,6,288830.06033,449.0,466.0,398.0,437.0,475.0,344.0,369.0,351.0,314.0,369.0,3,20,12,4,80,1,0,0,0,0,0,-2.7798413954504796e-12,1.0,-5.559682790900959e-12,1.0,-2.289143941471829e-11,1.0,543.0,475.0,509.0,48.08326112068523,509.0,412.0,369.0,390.5,30.405591591021544,390.5,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,417.0,454
zone_0,22,6,288830.06033,455.0,449.0,466.0,398.0,437.0,355.0,344.0,369.0,351.0,314.0,3,21,12,5,81,1,1,0,0,0,0,1.5186972265382972e-12,1.0,3.0373944530765945e-12,1.0,4.5560916796148915e-12,1.0,512.0,437.0,474.5,53.033008588991066,474.5,405.0,314.0,359.5,64.34671708797582,359.5,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,463.0,431
zone_0,22,6,288830.06033,436.0,455.0,449.0,466.0,398.0,282.0,355.0,344.0,369.0,351.0,3,22,12,6,82,1,1,0,0,0,0,-8.734679379839778e-12,1.0,-1.7469358759679556e-11,1.0,-2.6204038139519335e-11,1.0,487.0,398.0,481.0,49.74267115197306,455.3333333333333,351.0,298.0,342.0,28.36077102854105,330.3333333333333,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,344.0,377
zone_0,22,6,288830.06033,417.0,436.0,455.0,449.0,466.0,314.0,282.0,355.0,344.0,369.0,3,23,13,0,83,1,0,0,0,0,0,-4.436140757851001e-12,1.0,-8.872281515702002e-12,1.0,1.243492954813848e-12,1.0,478.0,448.0,466.0,15.0996688705415,464.0,518.0,369.0,470.0,76.05480480109941,452.3333333333333,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,351.0,411
zone_0,22,6,288830.06033,463.0,417.0,436.0,455.0,449.0,295.0,314.0,282.0,355.0,344.0,3,24,13,1,84,1,0,0,0,0,0,-1.3760213586222466e-13,1.0,-2.752042717244493e-13,1.0,-2.951663686432038e-11,1.0,603.0,449.0,498.0,78.67867140040771,516.6666666666666,476.0,344.0,422.0,66.36264009214823,414.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,433.0,437
zone_0,22,6,288830.06033,344.0,463.0,417.0,436.0,455.0,285.0,295.0,314.0,282.0,355.0,3,25,13,2,85,1,0,0,0,0,0,-1.03909787422403e-11,1.0,-2.07819574844806e-11,1.0,-2.0691057699871957e-12,1.0,565.0,455.0,505.0,55.07570547286102,508.3333333333333,437.0,355.0,409.0,41.68133075290823,400.3333333333333,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,541.0,473
zone_0,22,6,288830.06033,351.0,344.0,463.0,417.0,436.0,398.0,285.0,295.0,314.0,282.0,3,26,13,3,86,1,0,0,0,0,0,-6.0924401202515236e-12,1.0,-1.2184880240503047e-11,1.0,-3.282923558912142e-11,1.0,589.0,436.0,545.0,78.76759062795645,523.3333333333334,440.0,282.0,379.0,79.68061244744545,367.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,436.0,467
zone_0,22,6,288830.06033,433.0,351.0,344.0,463.0,417.0,378.0,398.0,285.0,295.0,314.0,3,27,13,4,87,1,0,0,0,0,0,-1.7939014982627466e-12,1.0,-3.587802996525493e-12,1.0,-5.38170449478824e-12,1.0,543.0,417.0,475.0,63.06610288683877,478.3333333333333,412.0,314.0,369.0,49.122296363260546,365.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,468.0,464
zone_0,22,6,288830.06033,541.0,433.0,351.0,344.0,463.0,455.0,378.0,398.0,285.0,295.0,3,28,13,5,88,1,1,0,0,0,0,2.50463712372603e-12,1.0,5.00927424745206e-12,1.0,-3.6141834313922464e-11,1.0,512.0,437.0,463.0,38.083242158898884,470.6666666666667,405.0,295.0,314.0,58.7962583843564,338.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,409.0,443
zone_0,22,6,288830.06033,436.0,541.0,433.0,351.0,344.0,356.0,455.0,378.0,398.0,285.0,3,29,13,6,89,1,1,0,0,0,0,-7.748739482652045e-12,1.0,-1.549747896530409e-11,1.0,-8.694303219589284e-12,1.0,487.0,344.0,439.5,68.90815142879202,427.5,351.0,285.0,320.0,32.4037034920393,319.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,376.0,395
zone_0,22,6,288830.06033,468.0,436.0,541.0,433.0,351.0,316.0,356.0,455.0,378.0,398.0,3,30,14,0,90,1,0,0,0,0,0,-3.4502008606632685e-12,1.0,-6.900401721326537e-12,1.0,-3.945443303872351e-11,1.0,478.0,351.0,457.0,57.82949074650407,435.75,518.0,369.0,434.0,67.78089701383422,438.75,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,421.0,407
zone_0,22,6,288830.06033,409.0,468.0,436.0,541.0,433.0,281.0,316.0,356.0,455.0,378.0,3,31,14,1,91,1,0,0,1,0,1,8.483377613255083e-13,1.0,1.6966755226510165e-12,1.0,-1.2006901944390327e-11,1.0,603.0,433.0,473.5,76.66105051893476,495.75,476.0,344.0,400.0,57.09640969448079,405.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,358.0,428
zone_0,22,6,288830.06033,376.0,409.0,468.0,436.0,541.0,270.0,281.0,316.0,356.0,455.0,4,1,14,2,92,2,0,1,0,1,0,-9.405038845052567e-12,1.0,-1.8810077690105133e-11,1.0,1.5440629149942854e-11,1.0,565.0,455.0,523.0,47.843494855622744,516.5,455.0,355.0,423.0,43.65012409298894,414.0,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,362.0,409
zone_0,22,6,288830.06033,421.0,376.0,409.0,468.0,436.0,384.0,270.0,281.0,316.0,356.0,4,2,14,3,93,2,0,0,0,0,0,-5.1065002230637905e-12,1.0,-1.0213000446127581e-11,1.0,-1.5319500669191372e-11,1.0,589.0,436.0,490.5,77.73673520286275,501.5,440.0,282.0,367.5,65.29101520627985,364.25,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,426.0,409
zone_0,22,6,288830.06033,358.0,421.0,376.0,409.0,468.0,384.0,384.0,270.0,281.0,316.0,4,3,14,4,94,2,0,0,0,0,0,-8.079616010750135e-13,1.0,-1.615923202150027e-12,1.0,1.212803042514181e-11,1.0,543.0,417.0,471.5,51.751811562495085,475.75,412.0,314.0,342.5,46.999113466816226,352.75,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,416.0,403
zone_0,22,6,288830.06033,362.0,358.0,421.0,376.0,409.0,329.0,384.0,384.0,270.0,281.0,4,4,14,5,95,2,1,0,0,0,0,-1.1061338207453088e-11,1.0,-2.2122676414906177e-11,1.0,-1.8632099393992415e-11,1.0,512.0,409.0,450.0,43.790219608188,455.25,405.0,281.0,304.5,55.82935309195931,323.75,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,1,0,374.0,367
zone_0,22,6,288830.06033,426.0,362.0,358.0,421.0,376.0,448.0,329.0,384.0,384.0,270.0,4,5,14,6,96,2,1,0,0,0,0,-6.762799585464312e-12,1.0,-1.3525599170928624e-11,1.0,8.815431700340767e-12,1.0,487.0,344.0,387.0,61.315441230846034,401.25,351.0,270.0,313.5,40.47221268969612,312.0,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,1,0,268.0,274
zone_0,22,6,288830.06033,416.0,426.0,362.0,358.0,421.0,478.0,448.0,329.0,384.0,384.0,4,6,15,0,97,2,0,0,0,0,0,-2.4642609634755355e-12,1.0,-4.928521926951071e-12,1.0,-2.1944698118793458e-11,1.0,466.0,351.0,434.5,50.50742519669756,421.5,518.0,369.0,391.0,68.20251706010075,417.25,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,1,0,282.0,291
zone_0,22,6,288830.06033,374.0,416.0,426.0,362.0,358.0,285.0,478.0,448.0,329.0,384.0,4,7,15,1,98,2,0,0,0,0,0,1.834277658513241e-12,1.0,3.668555317026482e-12,1.0,5.502832975539724e-12,1.0,498.0,358.0,441.0,58.01436603692801,434.5,422.0,344.0,381.0,31.958306171218357,382.0,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,319.0,366
zone_0,22,6,288830.06033,268.0,374.0,416.0,426.0,362.0,269.0,285.0,478.0,448.0,329.0,4,8,15,2,99,2,0,0,0,0,0,-8.419098947864834e-12,1.0,-1.6838197895729667e-11,1.0,-2.52572968435945e-11,1.0,541.0,362.0,480.0,77.63751241077559,465.75,455.0,329.0,382.0,56.261295162245716,387.0,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,465.0,410
zone_0,22,6,288830.06033,282.0,268.0,374.0,416.0,426.0,306.0,269.0,285.0,478.0,448.0,4,9,15,3,100,2,0,0,0,0,0,-4.1205603258760575e-12,1.0,-8.241120651752115e-12,1.0,2.19023425073868e-12,1.0,589.0,426.0,436.0,78.30868406505118,471.75,448.0,282.0,367.5,68.43183956804513,366.25,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,404.0,406
zone_0,22,6,288830.06033,319.0,282.0,268.0,374.0,416.0,387.0,306.0,269.0,285.0,478.0,4,10,15,4,101,2,0,0,0,0,0,1.779782961127194e-13,1.0,3.559565922254388e-13,1.0,-2.8569895568395544e-11,1.0,475.0,416.0,442.5,31.88521078284832,444.0,478.0,314.0,342.5,76.84345558775104,369.25,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,433.0,404
zone_0,22,6,288830.06033,465.0,319.0,282.0,268.0,374.0,362.0,387.0,306.0,269.0,285.0,4,11,15,5,102,2,1,0,0,0,0,-1.0075398310265355e-11,1.0,-2.015079662053071e-11,1.0,-1.1223644740623635e-12,1.0,463.0,374.0,423.0,38.17830972336692,420.75,314.0,281.0,290.0,14.72809107341025,293.75,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,401.0,398
zone_0,22,6,288830.06033,404.0,465.0,319.0,282.0,268.0,327.0,362.0,387.0,306.0,269.0,4,12,15,6,103,2,1,0,0,0,0,-5.776859688276579e-12,1.0,-1.1553719376553158e-11,1.0,-3.188249429319659e-11,1.0,398.0,268.0,360.0,56.83602144180514,346.5,351.0,269.0,277.5,38.86193510364609,293.75,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,389.0,348
zone_0,22,6,288830.06033,433.0,404.0,465.0,319.0,282.0,330.0,327.0,362.0,387.0,306.0,4,13,16,0,104,2,0,0,0,0,0,-1.4783210662878025e-12,1.0,-2.956642132575605e-12,1.0,-4.434963198863407e-12,1.0,466.0,282.0,386.0,80.66804406537531,380.0,398.0,306.0,376.5,40.59864529759583,364.25,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,328.0,373
zone_0,22,6,288830.06033,401.0,433.0,404.0,465.0,319.0,318.0,330.0,327.0,362.0,387.0,4,14,16,1,105,2,0,0,0,0,0,-1.1731697672665877e-11,1.0,-2.3463395345331754e-11,1.0,-3.519509301799763e-11,1.0,449.0,319.0,395.5,61.629944020743686,389.75,387.0,344.0,381.0,19.85572965166478,373.25,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,394.0,408
zone_0,22,6,288830.06033,389.0,401.0,433.0,404.0,465.0,303.0,318.0,330.0,327.0,362.0,4,15,16,2,106,2,0,0,0,0,0,-7.4331590506771e-12,1.0,-1.48663181013542e-11,1.0,-7.74756192366445e-12,1.0,541.0,362.0,460.0,73.3547317264992,455.75,455.0,329.0,358.5,55.029537523043025,375.25,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,412.0,415
zone_0,22,6,288830.06033,328.0,389.0,401.0,433.0,404.0,362.0,303.0,318.0,330.0,327.0,4,16,16,3,107,2,0,0,0,0,0,-3.134620428688324e-12,1.0,-6.269240857376648e-12,1.0,-3.8507691742798674e-11,1.0,436.0,404.0,431.0,15.088627063675034,425.5,448.0,282.0,341.5,70.12072922229679,353.25,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,372.0,413
zone_0,22,6,288830.06033,394.0,328.0,389.0,401.0,433.0,521.0,362.0,303.0,318.0,330.0,4,17,16,4,108,2,0,0,0,0,0,1.1639181933004523e-12,1.0,2.3278363866009046e-12,1.0,-1.1060160648465495e-11,1.0,468.0,416.0,425.0,24.28305307548181,433.5,478.0,314.0,323.0,79.32002689527197,359.5,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,397.0,413
zone_0,22,6,288830.06033,412.0,394.0,328.0,389.0,401.0,406.0,521.0,362.0,303.0,318.0,4,18,16,5,109,2,1,0,0,0,0,-9.089458413077622e-12,1.0,-1.8178916826155245e-11,1.0,-4.182029046759972e-11,1.0,463.0,374.0,405.0,37.303931874982474,411.75,318.0,281.0,290.0,16.580611166861935,294.75,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,417.0,409
zone_0,22,6,288830.06033,372.0,412.0,394.0,328.0,389.0,345.0,406.0,521.0,362.0,303.0,4,19,16,6,110,2,1,0,0,0,0,-4.790919791088846e-12,1.0,-9.581839582177692e-12,1.0,-1.4372759373266538e-11,1.0,389.0,268.0,360.0,54.236365414114296,344.25,303.0,269.0,277.5,15.945218719101975,281.75,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,345.0,353
zone_0,22,6,288830.06033,397.0,372.0,412.0,394.0,328.0,334.0,345.0,406.0,521.0,362.0,4,20,17,0,111,2,0,0,0,0,0,-4.923811691000695e-13,1.0,-9.84762338200139e-13,1.0,1.3074771721066644e-11,1.0,421.0,282.0,339.5,57.933870346571304,345.5,398.0,306.0,373.0,40.476330531970575,362.5,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,335.0,354
zone_0,22,6,288830.06033,417.0,397.0,372.0,412.0,394.0,302.0,334.0,345.0,406.0,521.0,4,21,17,1,112,2,0,0,0,0,0,-1.0745757775478144e-11,1.0,-2.1491515550956288e-11,1.0,-1.768535809806758e-11,1.0,433.0,319.0,376.0,48.80573736764972,376.0,521.0,378.0,385.5,69.10137480542626,417.5,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,451.0,403
zone_0,22,6,288830.06033,345.0,417.0,397.0,372.0,412.0,291.0,302.0,334.0,345.0,406.0,4,22,17,2,113,2,0,0,0,0,0,-6.447219153489368e-12,1.0,-1.2894438306978735e-11,1.0,9.762172996265599e-12,1.0,541.0,362.0,438.5,76.58111168340838,445.0,455.0,329.0,384.0,54.680892457969264,388.0,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,406.0,411
zone_0,22,6,288830.06033,335.0,345.0,417.0,397.0,372.0,331.0,291.0,302.0,334.0,345.0,4,23,17,3,114,2,0,0,0,0,0,-2.1486805315005915e-12,1.0,-4.297361063001183e-12,1.0,-2.0997956822868625e-11,1.0,436.0,372.0,415.0,28.349015268024154,409.5,448.0,327.0,350.5,54.00617248673217,369.0,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,386.0,413
zone_0,22,6,288830.06033,451.0,335.0,345.0,417.0,397.0,370.0,331.0,291.0,302.0,334.0,4,24,17,4,115,2,0,0,0,0,0,2.1498580904881855e-12,1.0,4.299716180976371e-12,1.0,6.449574271464556e-12,1.0,468.0,397.0,424.5,30.160680805755472,428.5,478.0,316.0,332.0,76.05918747922567,364.5,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,395.0,408
zone_0,22,6,288830.06033,406.0,451.0,335.0,345.0,417.0,314.0,370.0,331.0,291.0,302.0,4,25,17,5,116,2,1,0,0,0,0,-8.10351851588989e-12,1.0,-1.620703703177978e-11,1.0,-2.4310555547669668e-11,1.0,417.0,374.0,405.0,18.679311193581704,400.25,318.0,281.0,293.5,16.98038083593337,296.5,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,405.0,406
zone_0,22,6,288830.06033,386.0,406.0,451.0,335.0,345.0,336.0,314.0,370.0,331.0,291.0,4,26,17,6,117,2,1,0,0,0,0,-3.804979893901113e-12,1.0,-7.609959787802226e-12,1.0,3.136975546663512e-12,1.0,389.0,268.0,360.5,54.23713365090993,344.5,303.0,269.0,280.5,16.62077013859466,283.25,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,359.0,371
